repetition,pop_size,ensemble_size,s_sim_mean
2,768,3,3.666
2,768,4,2.964
2,768,5,2.68
2,768,6,2.359
2,768,8,2.461
2,768,9,2.291
2,768,10,2.274
2,768,11,2.297
2,768,12,2.283
2,768,15,2.276
2,768,20,2.152
2,896,1,9.467
2,896,2,5.294
2,896,3,3.875
2,896,4,3.183
2,896,5,2.873
2,896,6,2.544
2,896,8,2.348
2,896,9,2.252
2,896,10,2.181
2,896,11,2.402
2,896,12,2.254
2,896,15,2.37
2,896,20,2.411
2,1024,1,10.25
2,1024,2,5.832
2,1024,3,4.246
2,1024,4,3.385
2,1024,5,2.945
2,1024,6,2.629
2,1024,8,2.365
2,1024,9,2.79
2,1024,10,2.288
2,1024,11,2.287
2,1024,12,2.746
2,1024,15,2.4
2,1024,20,2.564
